#SampleID	faith_pd
Kohl-Grounhog-KPM-R001	0.9106538169424225
Kohl-Grounhog-KPM-R002	0.84080561746861
Kohl-Grounhog-KPM-R003	0.9883849802705127
Kohl-Grounhog-KPM-R004	0.9302365123572427
Kohl-Grounhog-KPM-R005	0.9302365123572427
Kohl-Grounhog-KPM-R006	0.8488839390503164
Kohl-Grounhog-KPM-R007	1.013602662294858
Kohl-Grounhog-KPM-R008	0.8337346774807122
Kohl-Grounhog-KPM-R009	1.948999894820041
Kohl-Grounhog-KPM-R010	1.835344635053716
Kohl-Grounhog-KPM-R011	1.931142815614568
Kohl-Grounhog-KPM-R012	1.121242072246998
Kohl-Grounhog-KPM-R013	1.929874617832231
Kohl-Grounhog-KPM-R014	1.378935434041967
Kohl-Grounhog-KPM-R015	0.906393345205224
Kohl-Grounhog-KPM-R016	0.8207383939751769
Kohl-Grounhog-KPM-R017	0.8207383939751769
Kohl-Grounhog-KPM-R018	0.8207384039751768
Kohl-Grounhog-KPM-R019	1.013103874185257
Kohl-Grounhog-KPM-R020	1.434066280541141
Kohl-Grounhog-KPM-R021	0.7830547772238661
Kohl-Grounhog-KPM-R022	1.412831616248928
Kohl-Grounhog-KPM-R023	0.8166755602595974
Kohl-Grounhog-KPM-R024	2.968251489476875
Kohl-Grounhog-KPM-R025	1.164477028030189
Kohl-Grounhog-KPM-R026	2.162640457294718
Kohl-Grounhog-KPM-R027	1.62354905753609
Kohl-Grounhog-KPM-R028	0.963805018162633
Kohl-Grounhog-KPM-R029	1.67588665018299
Kohl-Grounhog-KPM-R030	1.743328933205597
Kohl-Grounhog-KPM-R031	1.710166068308163
Kohl-Grounhog-KPM-R032	1.60900847210734
Kohl-Grounhog-KPM-R033	1.747046844761804
Kohl-Grounhog-KPM-R034	1.710166073308163
Kohl-Grounhog-KPM-R035	1.820815993461469
Kohl-Grounhog-KPM-R036	1.137794055792763
Kohl-Grounhog-KPM-R037	1.195942523706033
Kohl-Grounhog-KPM-R038	1.694711575847619
Kohl-Grounhog-KPM-R039	0.9496956862495964
Kohl-Grounhog-KPM-R040	0.9819088947714651
Kohl-Grounhog-KPM-R041	0.941190596211992
Kohl-Grounhog-KPM-R042	1.304678722875419
Kohl-Grounhog-KPM-R043	1.010105408312081
Kohl-Grounhog-KPM-R044	1.174364241529601
Kohl-Grounhog-KPM-R045	1.067780939655486
Kohl-Grounhog-KPM-R046	0.97500773196096
Kohl-Grounhog-KPM-R047	0.9464100440253849
Kohl-Grounhog-KPM-R048	2.443383116388377
Kohl-Grounhog-KPM-R049	1.764976948979808
Kohl-Grounhog-KPM-R050	1.836908102165538
Kohl-Grounhog-KPM-R051	1.714002911394451
Kohl-Grounhog-KPM-R052	1.061190119528471
Kohl-Grounhog-KPM-R053	1.718954877330128
Kohl-Grounhog-KPM-R054	1.124080445434227
Kohl-Grounhog-KPM-R055	1.327889588525152
Kohl-Grounhog-KPM-R056	1.867337816438627
Kohl-Grounhog-KPM-R057	1.216453193915756
Kohl-Grounhog-KPM-R058	1.608724107908634
Kohl-Grounhog-KPM-R059	1.680873868809612
Kohl-Grounhog-KPM-R060	1.579723259955244
Kohl-Grounhog-KPM-R061	0.9190338035589156
Kohl-Grounhog-KPM-R062	0.8462286643009569
Kohl-Grounhog-KPM-R063	0.909011384199804
Kohl-Grounhog-KPM-R064	1.340905780132849
Kohl-Grounhog-KPM-R065	0.9919418472666215
Kohl-Grounhog-KPM-R066	0.8779957008058941
Kohl-Grounhog-KPM-R067	1.011048517927943
Kohl-Grounhog-KPM-R068	1.423272810281094
Kohl-Grounhog-KPM-R069	1.9475236109598
Kohl-Grounhog-KPM-R070	1.506135190486358
Kohl-Grounhog-KPM-R071	1.335358640320242
Kohl-Grounhog-KPM-R072	1.758379064515137
Kohl-Grounhog-KPM-R073	1.102016963380645
Kohl-Grounhog-KPM-R074	1.264509324833069
Kohl-Grounhog-KPM-R075	1.233609921031424
Kohl-Grounhog-KPM-R076	0.7511155975069328
Kohl-Grounhog-KPM-R077	1.076118067969472
Kohl-Grounhog-KPM-R078	2.211894180529587
Kohl-Grounhog-KPM-R079	1.119732554588767
Kohl-Grounhog-KPM-R080	0.9162544542158111
Kohl-Grounhog-KPM-R081	1.238540189361375
Kohl-Grounhog-KPM-R082	1.425580831717461
Kohl-Grounhog-KPM-R083	0.9635349181787181
Kohl-Grounhog-KPM-R084	0.8379031510981632
Kohl-Grounhog-KPM-R085	1.62075096427469
Kohl-Grounhog-KPM-R086	1.212304869417641
Kohl-Grounhog-KPM-R087	1.620270178105867
Kohl-Grounhog-KPM-R088	1.926771708502264
Kohl-Grounhog-KPM-R089	1.508297547149722
Kohl-Grounhog-KPM-R090	0.9214177457721484
Kohl-Grounhog-KPM-R091	1.092743088874179
Kohl-Grounhog-KPM-R092	1.885497445787793
Kohl-Grounhog-KPM-R093	1.576320668520142
Kohl-Grounhog-KPM-R094	2.091385586809823
Kohl-Grounhog-KPM-R095	1.453291365913067
Kohl-Grounhog-KPM-R096	1.614183539154847
Kohl-Grounhog-KPM-R097	1.915733246771492
Kohl-Grounhog-KPM-R098	1.53197764481603
Kohl-Grounhog-KPM-R099	1.536271807718591
Kohl-Grounhog-KPM-R100	0.8753072174166907
Kohl-Grounhog-KPM-R101	2.153893232068628
Kohl-Grounhog-KPM-R102	1.536334066385131
Kohl-Grounhog-KPM-R103	1.321721893213095
Kohl-Grounhog-KPM-R104	1.851434171625801
Kohl-Grounhog-KPM-R105	0.7887018296740194
Kohl-Grounhog-KPM-R106	0.7783669792745354
Kohl-Grounhog-KPM-R107	0.814664479189771
Kohl-Grounhog-KPM-R108	0.8111422661070105
Kohl-Grounhog-KPM-R109	1.468220626232365
Kohl-Grounhog-KPM-R110	1.604483738170275
Kohl-Grounhog-KPM-R111	1.61910790552342
Kohl-Grounhog-KPM-R112	1.791860906224026
Kohl-Grounhog-KPM-R113	1.932024626526706
Kohl-Grounhog-KPM-R114	0.985008971083241
Kohl-Grounhog-KPM-R115	1.260931154205261
Kohl-Grounhog-KPM-R116	1.545329718044254
Kohl-Grounhog-KPM-R117	1.822750882370623
Kohl-Grounhog-KPM-R118	1.613113180236152
Kohl-Grounhog-KPM-R119	1.818256858605034
Kohl-Grounhog-KPM-R120	1.675726299233839
Kohl-Grounhog-KPM-R121	1.384982360612559
Kohl-Grounhog-KPM-R122	1.884987047077227
Kohl-Grounhog-KPM-R123	1.679054711492531
Kohl-LQ-Groundhog-KPM-G002	17.84525391235391
Kohl-LQ-Groundhog-KPM-G003	19.42382267080882
Kohl-LQ-Groundhog-KPM-G004	4.152191527236788
Kohl-LQ-Groundhog-KPM-G005	3.009821380466745
Kohl-LQ-Groundhog-KPM-G006	3.714667091031408
Kohl-LQ-Groundhog-KPM-G007	2.333934614133689
Kohl-LQ-Groundhog-KPM-G008	2.792654847630241
Kohl-LQ-Groundhog-KPM-G009	3.452953913862433
Kohl-LQ-Groundhog-KPM-G010	3.732393398428621
Kohl-LQ-Groundhog-KPM-G011	3.283175207220537
Kohl-LQ-Groundhog-KPM-G013	2.52386364600024
Kohl-LQ-Groundhog-KPM-G014	3.142196841986395
Kohl-LQ-Groundhog-KPM-G015	1.997157038220752
Kohl-LQ-Groundhog-KPM-G016	3.203660055524693
Kohl-LQ-Groundhog-KPM-G017	2.393964284667754
Kohl-LQ-Groundhog-KPM-G018	2.066922998016305
Kohl-LQ-Groundhog-KPM-G019	3.117385638390492
Kohl-LQ-Groundhog-KPM-G020	6.308011517172838
Kohl-LQ-Groundhog-KPM-G021	3.275261733217289
Kohl-LQ-Groundhog-KPM-G022	2.421959032239143
Kohl-LQ-Groundhog-KPM-G023	3.565443778738457
Kohl-LQ-Groundhog-KPM-G025	3.698901456619771
Kohl-LQ-Groundhog-KPM-G026	3.402449409620223
Kohl-LQ-Groundhog-KPM-G027	2.509343224718894
Kohl-LQ-Groundhog-KPM-G028	3.185758461348593
Kohl-LQ-Groundhog-KPM-G029	3.782275948693917
Kohl-LQ-Groundhog-KPM-G030	2.853217966907279
Kohl-LQ-Groundhog-KPM-G031	3.569859959861638
Kohl-LQ-Groundhog-KPM-G032	2.75699512608239
Kohl-LQ-Groundhog-KPM-G033	2.810140759506899
Kohl-LQ-Groundhog-KPM-G034	3.001299437119869
Kohl-LQ-Groundhog-KPM-G035	1.554871141220669
Kohl-LQ-Groundhog-KPM-G036	3.450652473973836
Kohl-LQ-Groundhog-KPM-G037	6.525606367030431
Kohl-LQ-Groundhog-KPM-G038	3.461510801370844
Kohl-LQ-Groundhog-KPM-G039	3.10257189298121
Kohl-LQ-Groundhog-KPM-G040	2.49491074340361
Kohl-LQ-Groundhog-KPM-G041	3.157190104236642
Kohl-LQ-Groundhog-KPM-G042	3.342503997468324
Kohl-LQ-Groundhog-KPM-G043	2.75949630091475
Kohl-LQ-Groundhog-KPM-G044	3.311075342582497
Kohl-LQ-Groundhog-KPM-G045	3.771354180038731
Kohl-LQ-Groundhog-KPM-G046	3.244363723078411
Kohl-LQ-Groundhog-KPM-G047	4.113614630498504
Kohl-LQ-Groundhog-KPM-G048	2.716913956608084
Kohl-LQ-Groundhog-KPM-G049	4.02981020478857
Kohl-LQ-Groundhog-KPM-G050	3.050838127256123
Kohl-LQ-Groundhog-KPM-G051	1.805996127044107
Kohl-LQ-Groundhog-KPM-G052	3.017074643681489
Kohl-LQ-Groundhog-KPM-G053	3.146735363192164
Kohl-LQ-Groundhog-KPM-G054	2.326109204391328
Kohl-LQ-Groundhog-KPM-G055	4.078279573648274
Kohl-LQ-Groundhog-KPM-G056	3.455733462792586
Kohl-LQ-Groundhog-KPM-G057	2.644987041055998
Kohl-LQ-Groundhog-KPM-G058	3.490480936411669
Kohl-LQ-Groundhog-KPM-G059	4.298357026465139
Kohl-LQ-Groundhog-KPM-G060	17.93204960197892
Kohl-LQ-Groundhog-KPM-G061	18.61468030706406
Kohl-LQ-Groundhog-KPM-G062	1.92819967885737
Kohl-LQ-Groundhog-KPM-G063	2.801697243633476
Kohl-LQ-Groundhog-KPM-G064	1.176991153453347
Kohl-LQ-Groundhog-KPM-G065	19.51756171402196
Kohl-LQ-Groundhog-KPM-G066	3.998876331627415
Kohl-LQ-Groundhog-KPM-G067	3.208319460025364
Kohl-LQ-Groundhog-KPM-G068	4.248547439416924
Kohl-LQ-Groundhog-KPM-G069	2.121183324299361
Kohl-LQ-Groundhog-KPM-G070	3.774161173850567
Kohl-LQ-Groundhog-KPM-G071	2.576838859252981
Kohl-LQ-Groundhog-KPM-G072	1.286064932200112
Kohl-LQ-Groundhog-KPM-G073	2.888115611036524
Kohl-LQ-Groundhog-KPM-G074	3.275722535123137
Kohl-LQ-Groundhog-KPM-G075	3.246556117063994
Kohl-LQ-Groundhog-KPM-G076	3.014848179457234
Kohl-LQ-Groundhog-KPM-G077	3.21318030557147
Kohl-LQ-Groundhog-KPM-G078	2.935194166471287
Kohl-LQ-Groundhog-KPM-G079	4.038073043003751
Kohl-LQ-Groundhog-KPM-G080	4.484887723483995
Kohl-LQ-Groundhog-KPM-G081	18.0384734401257
Kohl-LQ-Groundhog-KPM-G082	18.58443769595224
Kohl-LQ-Groundhog-KPM-G083	21.91951888070976
Kohl-LQ-Groundhog-KPM-G084	2.380079942849501
Kohl-LQ-Groundhog-KPM-G085	2.802566741611117
Kohl-LQ-Groundhog-KPM-G086	3.123726560751385
Kohl-LQ-Groundhog-KPM-G087	3.770334327946413
Kohl-LQ-Groundhog-KPM-G088	2.531531304815871
Kohl-LQ-Groundhog-KPM-G089	2.176108543481626
Kohl-LQ-Groundhog-KPM-G090	3.45815733090508
Kohl-LQ-Groundhog-KPM-G091	3.851373289378304
Kohl-LQ-Groundhog-KPM-G092	3.29575079182302
Kohl-LQ-Groundhog-KPM-G093	3.168841944930769
Kohl-LQ-Groundhog-KPM-G094	4.91905357830788
Kohl-LQ-Groundhog-KPM-G095	3.375910440267625
Kohl-LQ-Groundhog-KPM-G096	3.617837177443317
Kohl-LQ-Groundhog-KPM-G097	2.58788100649637
Kohl-LQ-Groundhog-KPM-G098	4.52363963898234
Kohl-LQ-Groundhog-KPM-G099	20.12817865536214
Kohl-LQ-Groundhog-KPM-G100	22.70105724965186
Kohl-LQ-Groundhog-KPM-G101	21.64343741588645
Kohl-LQ-Groundhog-KPM-G102	13.81973715617441
Kohl-LQ-Groundhog-KPM-G103	3.986178995429537
Kohl-LQ-Groundhog-KPM-G104	3.016895437518012
Kohl-LQ-Groundhog-KPM-G105	2.982748137807543
Kohl-LQ-Groundhog-KPM-G106	4.137256224651027
Kohl-LQ-Groundhog-KPM-G107	8.777642149311514
Kohl-LQ-Groundhog-KPM-G108	12.4843286053458
Kohl-LQ-Groundhog-KPM-G109	11.640897398509
Kohl-LQ-Groundhog-KPM-G110	16.06003854438278
